R1(TIMES),06:30,07:35,08:25,17:15,17:44,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:30,23:00
R1(DEC),6.5,7.58,8.42,17.25,17.73,18.25,18.5,18.75,19.0,19.25,19.5,19.75,20,20.25,20.50,20.75,21.0,21.25,21.25,21.50,21.75,22,23
R2(TIMES),00:00,06:21,06:32,08:07,08:21,08:36,09:06,09:36,10:06,10:36,11:06,11:36,12:06,12:36,13:06,13:36,14:06,14:36,15:05,15:36,16:06,16:36,17:06,17:30,17:45,18:00,18:15,18:30,18:36,18:45,19:06,19:36,20:06,20:36,21:06,21:36,22:06,22:36,23:06,23:32
R2(DEC),24,6.35,6.53,8.12,8.35,8.6,9.1,9.6,10.1,10.6,11.1,11.6,12.1,12.6,13.1,13.6,14.1,14.6,15.08,15.6,16.1,16.6,17.1,17.5,17.75,18,18.25,18.5,18.6,18.75,19.1,19.6,20.1,20.6,21.1,21.6,22.1,22.6,23.1,23.53
R3(TIMES),06:53,07:23,07:53,08:23,08:53,09:23,09:53,10:23,10:53,11:23,11:53,12:23,12:53,13:23,13:53,14:23,14:53,15:23,15:53,16:25,16:55,17:25,17:55,18:25,18:55,19:25,19:53,20:23,20:53,21:23,21:53,22:23,22:53,23:23
R3(DEC),6.88,7.38,7.88,8.38,8.88,9.38,9.88,10.38,10.88,11.38,11.88,12.38,12.88,13.38,13.88,14.38,14.88,15.38,15.88,16.42,16.92,17.42,17.92,18.42,18.92,19.42,19.88,20.38,20.88,21.38,21.88,22.38,22.88,23.38
R4(TIMES),05:00,05:20,06:15,06:45,07:15,07:30,07:45,08:00,08:15,08:30,08:45,09:00,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:18,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:30,21:45,22:00,22:30,22:45,23:15,23:45
R4(DEC),5,5.33,6.25,6.75,7.25,7.5,7.75,8,8.25,8.5,8.75,9,9.25,9.5,9.75,10,10.25,10.5,10.75,11,11.25,11.5,11.75,12,12.25,12.5,12.75,13,13.25,13.5,13.75,14,14.25,14.5,14.75,15,15.25,15.5,15.75,16,16.25,16.5,16.75,17,17.25,17.5,17.75,18,18.25,18.3,18.5,18.75,19,19.25,19.5,19.75,20,20.25,20.5,20.75,21,21.5,21.75,22,22.5,22.75,23.25,23.75
R5(TIMES),05:05,05:50,06:20,06:50,07:20,07:50,08:07,08:20,08:37,08:50,09:20,09:50,10:20,10:50,11:20,11:50,12:20,12:50,13:20,13:50,14:20,14:50,15:20,15:50,16:05,16:20,16:35,16:50,17:20,17:35,17:50,18:20,18:35,18:50,19:05,19:20,19:50,20:20,20:50,21:20,21:50,22:20,22:50
R5(DEC),5.08,5.83,6.33,6.83,7.33,7.83,8.12,8.33,8.62,8.83,9.33,9.83,10.33,10.83,11.33,11.83,12.33,12.83,13.33,13.83,14.33,14.83,15.33,15.83,16.08,16.33,16.58,16.83,17.33,17.58,17.83,18.33,18.58,18.83,19.08,19.33,19.83,20.33,20.83,21.33,21.83,22.33,22.83
R6(TIMES),05:00,05:30,05:50,06:15,06:30,06:45,06:53,07:10,07:15,07:30,07:35,07:45,07:50,08:00,08:09,08:15,08:20,08:30,08:35,08:45,08:50,09:00,09:09,09:15,09:20,09:30,09:35,09:45,09:50,10:00,10:09,10:15,10:20,10:30,10:35,10:45,10:50,11:00,11:09,11:15,11:20,11:30,11:35,11:45,11:50,12:00,12:09,12:15,12:20,12:30,12:35,12:45,12:50,13:00,13:09,13:15,13:20,13:30,13:35,13:45,13:50,14:00,14:09,14:15,14:20,14:30,14:35,14:45,14:50,15:00,15:09,15:15,15:20,15:30,15:35,15:45,15:50,16:00,16:09,16:15,16:20,16:30,16:45,17:00,17:09,17:12,17:15,17:25,17:30,17:39,17:48,17:55,18:09,18:18,18:20,18:25,18:30,18:39,18:45,18:50,18:55,19:00,19:09,19:12,19:15,19:20,19:30,19:35,19:45,19:50,20:00,20:09,20:15,20:20,20:30,20:35,20:45,21:00,21:05,21:20,21:30,21:35,21:45,22:00,22:05,22:20,22:30,22:35,22:45,22:53,23:05,23:15,23:23,23:35,23:39,23:45,23:48
R6(DEC),5,5.5,5.83,6.25,6.5,6.75,6.88,7.17,7.25,7.5,7.58,7.75,7.83,8,8.15,8.25,8.33,8.5,8.58,8.75,8.83,9,9.15,9.25,9.33,9.5,9.58,9.75,9.83,10,10.15,10.25,10.33,10.5,10.58,10.75,10.83,11,11.15,11.25,11.33,11.5,11.58,11.75,11.83,12,12.15,12.25,12.33,12.5,12.58,12.75,12.83,13,13.15,13.25,13.33,13.5,13.58,13.75,13.83,14,14.15,14.25,14.33,14.5,14.58,14.75,14.83,15,15.15,15.25,15.33,15.5,15.58,15.75,15.83,16,16.15,16.25,16.33,16.5,16.75,17,17.15,17.2,17.25,17.42,17.5,17.65,17.8,17.92,18.15,18.3,18.33,18.42,18.5,18.65,18.75,18.83,18.92,19,19.15,19.2,19.25,19.33,19.5,19.58,19.75,19.83,20,20.15,20.25,20.33,20.5,20.58,20.75,21,21.08,21.33,21.5,21.58,21.75,22,22.08,22.33,22.5,22.58,22.75,22.88,23.08,23.25,23.38,23.58,23.65,23.75,23.8
R7(TIMES),05:23,06:17,06:30,06:40,06:51,06:56,07:15,07:30,07:44,08:45,09:19,09:49,09:55,10:19,10:49,10:55,11:19,11:49,11:55,12:19,12:49,12:55,13:19,13:49,13:55,14:19,14:49,14:55,15:19,15:49,15:55,16:19,16:49,16:55,17:19,17:49,17:55,18:19,18:49,19:19,19:49,20:19,20:49,21:19,21:49,22:00,23:00,23:02
R7(DEC),5.38,6.28,6.5,6.67,6.85,6.93,7.25,7.5,7.73,8.75,9.32,9.82,9.92,10.32,10.82,10.92,11.32,11.82,11.92,12.32,12.82,12.92,13.32,13.82,13.92,14.32,14.82,14.92,15.32,15.82,15.92,16.32,16.82,16.92,17.32,17.82,17.92,18.32,18.82,19.32,19.82,20.32,20.82,21.32,21.82,22,23,23.03
R8(TIMES),05:52,06:20,07:00,08:56,09:26,09:56,10:26,10:56,11:26,11:56,12:26,12:56,13:26,13:56,14:26,14:56,15:26,15:56,16:26,16:52,17:26,17:56
R8(DEC),5.87,6.33,7,8.93,9.43,9.93,10.43,10.93,11.43,11.93,12.43,12.93,13.43,13.93,14.43,14.93,15.43,15.93,16.43,16.87,17.43,17.93
R9(TIMES),05:17,05:38,05:49,06:10,06:24,06:54,07:04,07:25,07:28,07:40,08:09,08:12,08:49,09:20,09:52,10:20,10:50,11:20,11:50,12:20,12:50,13:20,13:50,14:20,15:50,16:04,16:20,16:52,17:22,17:30,17:52,18:00,18:22,18:30,18:52,19:02,19:17,19:32,19:52,20:02,20:06,20:32,20:52,21:02,21:32,21:52,22:02,23:02
R9DEC),5.28,5.63,5.82,6.17,6.4,6.9,7.07,7.42,7.47,7.67,8.15,8.2,8.82,9.33,9.87,10.33,10.83,11.33,11.83,12.33,12.83,13.33,13.83,14.33,15.83,16.07,16.33,16.87,17.37,17.5,17.87,18,18.37,18.5,18.87,19.03,19.28,19.53,19.87,20.03,20.1,20.53,20.87,21.03,21.53,21.87,22.03,23.03
R10(TIMES),05:34,06:34,06:49,07:27,07:40,08:27,09:14,10:14,11:14,12:14,13:14,14:14,15:14,16:14,17:14,17:44,18:14,18:44,19:14,19:44,20:14,20:44,21:14,21:44,22:14,22:44,23:14,23:44
R10(DEC),5.57,6.57,6.82,7.45,7.67,8.45,9.23,10.23,11.23,12.23,13.23,14.23,15.23,16.23,17.23,17.73,18.23,18.73,19.23,19.73,20.23,20.73,21.23,21.73,22.23,22.73,23.23,23.73
R11(TIMES),06:58,07:17,07:42,08:12,08:35,08:45,09:00,09:25,09:45,10:15,10:45,11:15,11:45,12:15,12:45,13:15,14:15,15:15,16:15,17:15,17:30,17:45,18:00,18:12,18:42,19:14,19:42,20:12,20:42,21:12,21:42,22:12,22:42
R11(DEC),6.97,7.28,7.7,8.2,8.58,8.75,9,9.42,9.75,10.25,10.75,11.25,11.75,12.25,12.75,13.25,14.25,15.25,16.25,17.25,17.5,17.75,18,18.2,18.7,19.23,19.7,20.2,20.7,21.2,21.7,22.2,22.7
R12(TIMES),04:56,05:31,05:50,06:00,06:06,06:19,06:32,06:40,06:44,06:51,07:02,07:11,07:15,07:31,07:35,07:51,07:59,08:11,08:15,08:32,08:40,08:44,08:50,09:02,09:10,09:20,09:32,09:40,09:50,10:02,10:10,10:20,10:32,10:40,10:50,11:02,11:10,11:20,11:32,11:40,11:50,12:02,12:10,12:20,12:32,12:40,12:50,13:02,13:10,13:20,13:32,13:40,13:50,14:02,14:10,14:20,14:32,14:40,14:50,15:02,15:10,15:20,15:32,15:40,15:50,16:02,16:10,16:20,16:32,16:40,16:50,17:02,17:10,17:20,17:32,17:40,17:50,18:02,18:10,18:23,18:32,18:40,18:50,19:02,19:10,19:20,19:32,19:40,19:51,20:02,20:10,20:32,20:40,20:50,21:02,21:10,21:32,21:40,21:50,22:02,22:10,22:31,22:40,22:50,23:14
R12(DEC),4.93,5.52,5.83,6,6.1,6.32,6.53,6.67,6.73,6.85,7.03,7.18,7.25,7.52,7.58,7.85,7.98,8.18,8.25,8.53,8.67,8.73,8.83,9.03,9.17,9.33,9.53,9.67,9.83,10.03,10.17,10.33,10.53,10.67,10.83,11.03,11.17,11.33,11.53,11.67,11.83,12.03,12.17,12.33,12.53,12.67,12.83,13.03,13.17,13.33,13.53,13.67,13.83,14.03,14.17,14.33,14.53,14.67,14.83,15.03,15.17,15.33,15.53,15.67,15.83,16.03,16.17,16.33,16.53,16.67,16.83,17.03,17.17,17.33,17.53,17.67,17.83,18.03,18.17,18.38,18.53,18.67,18.83,19.03,19.17,19.33,19.53,19.67,19.85,20.03,20.17,20.53,20.67,20.83,21.03,21.17,21.53,21.67,21.83,22.03,22.17,22.52,22.67,22.83,23.23
R13(TIMES),05:48,06:32,07:02,07:32,08:02,08:31,09:02,09:35,10:05,10:35,11:05,11:35,12:05,12:35,13:05,13:35,14:05,14:35,15:05,15:35,16:05,16:35,17:05,17:35,18:05,18:35,18:50,19:33,20:05,20:35,21:05,21:35,22:05,22:35,23:05,23:35
R13(DEC),5.80,6.53,7.03,7.53,8.03,8.52,9.03,9.58,10.08,10.58,11.08,11.58,12.08,12.58,13.08,13.58,14.08,14.58,15.08,15.58,16.08,16.58,17.08,17.58,18.08,18.58,18.83,19.55,20.08,20.58,21.08,21.58,22.08,22.58,23.08,23.58
